"n" "app" "old" "new"
16384 1000 2978.82177630209 3145.1309311439
16384 1000 7285.17951369188 7492.43387719061
16384 1000 7526.48673446365 7211.83417027769
16384 1000 3212.24249570582 3423.69690365016
16384 1000 6825.81780358585 6690.71836026022
16384 1000 6683.23352397299 7538.72643210661
16384 1000 3011.2247933434 2905.36386870853
16384 1000 706.365541037748 449.622620951208
16384 1000 1055.61893056637 576.852066808383
16384 1000 1174.82631711431 574.713374178625
16384 1000 776.54084653945 431.444160779774
16384 1000 1497.16546435636 566.464433092894
16384 1000 800.367909993601 466.225191186811
16384 1000 959.446605275461 481.469491722774
16384 1000 760.56790232422 451.498921143761
16384 1000 1092.73996989603 564.269782466664
16384 1000 1591.03958951611 598.042724308361
16384 1000 376.692006907323 286.974008979001
16384 1000 698.012929537507 365.43647751355
16384 1000 489.852348606252 368.783212742061
16384 1000 530.451037170188 281.902904642359
16384 1000 475.591607865953 366.97042000656
16384 1000 517.508976741121 298.617945688683
16384 1000 419.073082406691 301.142365906711
16384 1000 463.558616842983 291.77699936138
16384 1000 460.276525798551 345.370137867359
16384 1000 512.944419660583 379.689568661148
16384 1000 306.262606058189 224.418800203824
16384 1000 359.953308380671 267.91932442424
16384 1000 366.617796014279 272.343077107269
16384 1000 306.888090594575 219.345366367053
16384 1000 357.036635532931 268.930891030815
16384 1000 318.506539637737 228.778351823749
16384 1000 315.310333841486 227.036165208355
16384 1000 311.515417110995 223.054645318726
16384 1000 342.149495494836 254.573954700175
16384 1000 646.917669132819 280.799734119308
16384 1000 271.545014377766 193.984029646101
16384 1000 313.641455626232 227.611810930576
16384 1000 319.180990868249 232.473377518859
16384 1000 269.167073877062 188.235647654645
16384 1000 312.393095225995 228.842963793746
16384 1000 278.700790052516 196.157049198615
16384 1000 278.740896466931 196.770771543692
16384 1000 276.060179227967 193.322851148408
16384 1000 299.333515131358 217.015910193493
16384 1000 323.452780239473 236.957608442784
16384 1000 254.083151704628 178.224158173979
16384 1000 285.177506381974 200.855378565455
16384 1000 287.352117719037 202.811022055563
16384 1000 250.679751218442 172.585584001739
16384 1000 284.486016854132 201.733926048427
16384 1000 259.556214864907 178.698745802281
16384 1000 258.547805895527 178.939504174181
16384 1000 257.447243568496 177.431449781284
16384 1000 273.804957705657 193.347773293955
16384 1000 292.880905514598 206.928263854955
16384 1000 245.674984647831 169.3301969123
16384 1000 268.557375628224 185.581849369488
16384 1000 273.046750980389 187.939150145117
16384 1000 240.666170538395 164.074020259346
16384 1000 270.777560800576 187.592991487668
16384 1000 246.937036840764 168.877694303692
16384 1000 246.907823423178 168.672512614696
16384 1000 245.398424797595 167.604565514133
16384 1000 259.683649503265 179.454602879375
16384 1000 273.488451740217 188.176026074069
16384 1000 238.655996657694 163.352190886957
16384 1000 261.929005293758 179.951743703837
16384 1000 262.30380225748 179.649259536281
16384 1000 235.097393972653 159.615214542642
16384 1000 262.195353504182 180.860472831453
16384 1000 241.386143443966 164.642930709576
16384 1000 240.855713873506 163.717977464822
16384 1000 239.130302347577 162.462412331503
16384 1000 253.274994910795 174.131760267086
16384 1000 265.720097914524 182.214295412014
16384 1000 233.890017415587 159.653001442376
16384 1000 253.710386196886 174.196961928858
16384 1000 255.638067654351 175.08532728974
16384 1000 230.682881691203 156.174179894866
16384 1000 253.807705973198 173.909257488745
16384 1000 235.539285047128 159.635356079469
16384 1000 235.099056665278 159.160163099444
16384 1000 234.022642628671 158.62883398153
16384 1000 245.827695143628 167.821662699125
16384 1000 255.808575590347 175.449572905644
16384 1000 230.861490649499 157.267024851586
16384 1000 250.282851422741 171.631189667173
16384 1000 250.469273561913 171.213923958059
16384 1000 228.519993258309 155.119655432137
16384 1000 249.382683010306 170.543453728813
16384 1000 232.476745674713 157.741606393243
16384 1000 233.11848686827 158.128377508555
16384 1000 231.476155290755 157.166522990622
16384 1000 242.661518522626 166.233072897633
16384 1000 251.943042629934 172.505972587752
16384 1000 229.487342453775 156.885189889833
16384 1000 247.238380443847 169.726232604195
16384 1000 247.760500019773 170.318406118823
16384 1000 227.191470250578 155.027763830331
16384 1000 246.868124886373 169.546538795693
16384 1000 230.550607385037 156.776555162992
16384 1000 230.467614550607 156.931586749842
16384 1000 230.370589993506 157.353422645354
16384 1000 240.125050596089 165.293297955834
16384 1000 249.746560482116 170.546125183321
16384 1000 232.872954014081 160.164342385139
16384 1000 249.204211548797 172.660276108867
16384 1000 252.388153614614 175.271578279282
16384 1000 231.202638827171 158.224229276799
16384 1000 250.139329006848 173.323806875343
16384 1000 234.68165503507 160.525164055768
16384 1000 234.767007065735 161.307146209982
16384 1000 233.777311897594 160.532072045694
16384 1000 243.481650198443 168.601856168794
16384 1000 253.81420563696 175.12124052968
16384 1000 244.053204960975 168.829790312233
16384 1000 268.917306281607 186.612381345727
16384 1000 273.159112209934 190.882308025412
16384 1000 243.271873689081 167.822062251851
16384 1000 268.388937394347 187.346331472376
16384 1000 247.429941095945 170.965926288905
16384 1000 248.175367943217 171.725608699504
16384 1000 246.292827649885 170.230677235571
16384 1000 260.209143241294 180.308476842745
16384 1000 275.555580723346 191.085854379896
